-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
                   execute_context_0(0)_generation_8(8)         0.00%       0.000us         0.00%       0.000us       0.000us        1.452s        77.38%        1.452s     266.556us          5448
## Call CompiledFxGraph fl7axn6qf6etqdsluheqzc4rz3mz...         0.00%       0.000us         0.00%       0.000us       0.000us        1.205s        64.21%        1.205s      10.212ms           118
                execute_context_1(7993)_generation_7(7)         0.00%       0.000us         0.00%       0.000us       0.000us     660.667ms        35.21%     660.667ms     660.667ms             1
                execute_context_2(7994)_generation_6(6)         0.00%       0.000us         0.00%       0.000us       0.000us     660.084ms        35.17%     660.084ms     660.084ms             1
                               vllm::moe_forward_shared         2.61%      70.709ms        18.89%     511.618ms       4.263ms     537.754ms        28.66%        1.235s      10.288ms           120
ncclDevKernel_Reduce_Sum_bf16_RING_LL(ncclDevKernelA...         0.00%       0.000us         0.00%       0.000us       0.000us     474.651ms        25.29%     474.651ms       3.955ms           120
                          _moe_C::moe_wna16_marlin_gemm         0.16%       4.260ms         2.16%      58.593ms     244.138us     319.009ms        17.00%     387.711ms       1.615ms           240
void marlin_moe_wna16::Marlin<1125899906909960l, 112...         0.00%       0.000us         0.00%       0.000us       0.000us     319.009ms        17.00%     319.009ms       1.329ms           240
                                    Command Buffer Full        15.58%     421.893ms        15.59%     422.141ms     629.123us     274.318ms        14.62%     274.318ms     408.820us           671
                                               aten::mm         0.81%      21.830ms         1.09%      29.483ms      33.240us     127.905ms         6.82%     127.905ms     144.200us           887
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us     113.791ms         6.06%     113.791ms      27.087us          4201
                   execute_context_0(0)_generation_7(7)         0.00%       0.000us         0.00%       0.000us       0.000us     106.634ms         5.68%     106.634ms     296.207us           360
void marlin_moe_wna16::Marlin<1125899906909960l, 112...         0.00%       0.000us         0.00%       0.000us       0.000us     105.359ms         5.61%     105.359ms      26.053us          4044
void cutlass::device_kernel<flash::enable_sm90_or_la...         0.00%       0.000us         0.00%       0.000us       0.000us      73.919ms         3.94%      73.919ms      34.933us          2116
ncclDevKernel_ReduceScatter_Sum_bf16_RING_LL(ncclDev...         0.00%       0.000us         0.00%       0.000us       0.000us      70.282ms         3.75%      70.282ms      34.742us          2023
                                       vllm::all_reduce         0.28%       7.604ms         1.21%      32.896ms     206.892us      66.789ms         3.56%      95.191ms     598.686us           159
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us      66.789ms         3.56%      66.789ms     530.072us           126
