-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
                   execute_context_0(0)_generation_8(8)         0.00%       0.000us         0.00%       0.000us       0.000us        1.532s        81.08%        1.532s     265.892us          5760
## Call CompiledFxGraph ff4rt7geq353inxnbbxur257th32...         0.00%       0.000us         0.00%       0.000us       0.000us        1.294s        68.49%        1.294s       5.482ms           236
                               vllm::moe_forward_shared         4.31%      81.683ms         9.44%     178.921ms       1.491ms     891.704ms        47.21%        1.302s      10.846ms           120
                   execute_context_0(0)_generation_7(7)         0.00%       0.000us         0.00%       0.000us       0.000us     713.988ms        37.80%     713.988ms       3.945ms           181
                   execute_context_0(0)_generation_6(6)         0.00%       0.000us         0.00%       0.000us       0.000us     660.078ms        34.94%     660.078ms     660.078ms             1
ncclDevKernel_Reduce_Sum_bf16_RING_LL(ncclDevKernelA...         0.00%       0.000us         0.00%       0.000us       0.000us     518.558ms        27.45%     518.558ms       4.321ms           120
ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us     373.146ms        19.75%     373.146ms       3.110ms           120
                          _moe_C::moe_wna16_marlin_gemm         0.23%       4.354ms         0.54%      10.176ms      42.399us     295.886ms        15.66%     295.886ms       1.233ms           240
void marlin_moe_wna16::Marlin<1125899906909960l, 112...         0.00%       0.000us         0.00%       0.000us       0.000us     295.886ms        15.66%     295.886ms       1.233ms           240
void marlin_moe_wna16::Marlin<1125899906909960l, 112...         0.00%       0.000us         0.00%       0.000us       0.000us     104.455ms         5.53%     104.455ms      25.817us          4046
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      83.199ms         4.40%      83.199ms      19.800us          4202
void cutlass::device_kernel<flash::enable_sm90_or_la...         0.00%       0.000us         0.00%       0.000us       0.000us      75.663ms         4.01%      75.663ms      34.756us          2177
ncclDevKernel_ReduceScatter_Sum_bf16_RING_LL(ncclDev...         0.00%       0.000us         0.00%       0.000us       0.000us      72.192ms         3.82%      72.192ms      35.686us          2023
                      nvjet_tst_64x8_64x16_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us      55.192ms         2.92%      55.192ms       8.494us          6498
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      50.619ms         2.68%      50.619ms      23.620us          2143
                                              aten::sum         0.08%       1.465ms         0.11%       2.066ms      17.217us      39.291ms         2.08%      39.291ms     327.427us           120
              nvjet_tst_128x8_64x12_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us      39.160ms         2.07%      39.160ms      18.273us          2143
