-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
                   execute_context_0(0)_generation_8(8)         0.00%       0.000us         0.00%       0.000us       0.000us        1.477s        78.59%        1.477s     264.763us          5580
## Call CompiledFxGraph f73ji756iy5l5fyoq3ktybtcdyln...         0.00%       0.000us         0.00%       0.000us       0.000us        1.205s        64.12%        1.205s      10.215ms           118
                execute_context_1(7993)_generation_7(7)         0.00%       0.000us         0.00%       0.000us       0.000us     660.665ms        35.14%     660.665ms     660.665ms             1
                execute_context_2(7994)_generation_6(6)         0.00%       0.000us         0.00%       0.000us       0.000us     660.077ms        35.11%     660.077ms     660.077ms             1
                               vllm::moe_forward_shared         3.66%      69.471ms        27.00%     512.174ms       4.268ms     571.573ms        30.40%        1.224s      10.200ms           120
ncclDevKernel_Reduce_Sum_bf16_RING_LL(ncclDevKernelA...         0.00%       0.000us         0.00%       0.000us       0.000us     510.079ms        27.13%     510.079ms       4.251ms           120
                          _moe_C::moe_wna16_marlin_gemm         0.23%       4.319ms         2.64%      50.011ms     208.377us     284.767ms        15.15%     353.465ms       1.473ms           240
void marlin_moe_wna16::Marlin<1125899906909960l, 112...         0.00%       0.000us         0.00%       0.000us       0.000us     284.767ms        15.15%     284.767ms       1.187ms           240
                                    Command Buffer Full        22.33%     423.459ms        22.34%     423.668ms     630.458us     262.504ms        13.96%     265.377ms     394.907us           672
                                               aten::mm         1.13%      21.525ms         1.54%      29.242ms      32.968us     127.532ms         6.78%     127.532ms     143.779us           887
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us     115.047ms         6.12%     115.047ms      27.347us          4207
void marlin_moe_wna16::Marlin<1125899906909960l, 112...         0.00%       0.000us         0.00%       0.000us       0.000us     110.596ms         5.88%     110.596ms      27.308us          4050
                   execute_context_0(0)_generation_7(7)         0.00%       0.000us         0.00%       0.000us       0.000us     106.753ms         5.68%     106.753ms     296.536us           360
void cutlass::device_kernel<flash::enable_sm90_or_la...         0.00%       0.000us         0.00%       0.000us       0.000us      74.079ms         3.94%      74.079ms      34.959us          2119
                                       vllm::all_reduce         0.40%       7.563ms         1.73%      32.900ms     206.920us      68.518ms         3.64%      97.908ms     615.775us           159
ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKern...         0.00%       0.000us         0.00%       0.000us       0.000us      68.518ms         3.64%      68.518ms     543.796us           126
ncclDevKernel_ReduceScatter_Sum_bf16_RING_LL(ncclDev...         0.00%       0.000us         0.00%       0.000us       0.000us      66.094ms         3.52%      66.094ms      32.639us          2025
